row,subject,structure,text
4827,3_technical,4_specific,What type of t-test? How many replicates did you measure? What exactly did you compare with the t-tests? “Results of the ratios” is not very informative.  Your methods has a lot of incomplete sentences – write in full sentences to explain what you did in detail.
4828,3_technical,4_specific,What test(s) did you use to analyze your data?
4829,2_writing,4_specific,At the end of the discussion mention about possible implications of your experiment at a broader context. Include that highlight in the abstract.
4830,2_writing,3_general,Hypothesis are neither correct nor incorrect. The data could support or not the hypothesis but that does not mean it was correct or incorrect.
4831,3_technical,4_specific,"Explain what the error bars represent in your figure caption/legend, not here."
4832,2_writing,4_specific,This is not a great place to reference this figure. State the average thresholds for each group somewhere and reference this figure there
4833,3_technical,4_specific,"Before analysis, how did you summarize your data."
4834,3_technical,2_copyedit,Unnecessary detail because they are the ingrdients of Hill reaction assay
4835,3_technical,6_holistic,what mechanistically should be happening at higher light intensities
4836,3_technical,4_specific,This needs a citation
4837,3_technical,2_copyedit,"You don’t need to list all their names, or any of their names"
4838,3_technical,2_copyedit,Paired T-test comparing the threshold before and after injection.
4839,3_technical,2_copyedit,[Johnson: 2018]
4840,3_technical,3_general,This table is repeating the information from Figure 2.
4841,2_writing,6_holistic,I wouldn’t put it in abstract unless this is the main takeaway msg from discussion
4842,3_technical,3_general,These are observations not interpretations
4843,3_technical,4_specific,"Copy-pasting my comment from your original report: “Don’t need to include p-values again, just say whether your hypotheses were supported or not.”"
4844,3_technical,4_specific,Also introduce statistical tests you performed to analyze the data
4845,2_writing,6_holistic,"I really like how you broke down the signaling that trifluoroperazine is involved in and how it should affect actin filament formation, but I want to see you shrink this down a bit. Read through, and see what maybe isn’t necessary to include or what could be said more succinctly."
4846,2_writing,2_copyedit,Don’t use this term if it was not statistically significant because it can cause confusion. “Notably” might be a better choice.
4847,3_technical,3_general,Captions need more
4848,3_technical,2_copyedit,"Azamax is the brand, azadirachtin is the IGR"
4849,1_basic,4_specific,"Again, this is interpretation which should not be in results section. Basic Criteria error#2"
4850,2_writing,4_specific,Put this in your methods!
4851,4_logic,4_specific,This implies causation. Maybe say that increased CO2 correlated with increased photosynthetic rate.
4852,3_technical,4_specific,"Are you saying that the experiment should have been allowed to progress longer? If so, say it explicitly."
4853,3_technical,3_general,Reference the figures with numbers.
4854,4_logic,4_specific,Give a brief intro telling the audience what led you to want to study different CO2 levels
4855,3_technical,3_general,These Captions need more information in them.
4856,2_writing,4_specific,This belongs in methods
4857,2_writing,2_copyedit,redaction
4858,3_technical,2_copyedit,At what temp?
4859,3_technical,2_copyedit,Indicate control or treatment
4860,3_technical,3_general,"For all your statements, you can refer to a specific figure which you provided at the end of the statement in a parenthesis. For example, the chloroplast in light at 0 degrees treatment had a higher percent change (54.7%) than chloroplast in light at 20 degrees, i.e. 33% (Figure x).Also, include t-test results with p-values"
4861,3_technical,4_specific,and quantifying chloroplast relative density using a hemocytometer. Try to be specific when you suggest any improvement/modification to your current procedure
4862,3_technical,4_specific,Not a significant amount though
4863,3_technical,2_copyedit,[Shipley: 2005]
4864,4_logic,4_specific,"Although you accepted your null hypothesis, there was a significant result for chickweed exposed to 640 nm at 30 min. It would be worthwhile to note it here."
4865,3_technical,2_copyedit,Reference your figure as (Figure 1) or “Figure 1 shows that…”
4866,3_technical,4_specific,"You should have 2 degrees of freedom for 3 paired legs. Talk to your group mates about the tests, and come see me if you have questions."
4867,3_technical,2_copyedit,Make sure to include the amount and concentration used.
4868,3_technical,4_specific,Based on the t-test?
4869,3_technical,2_copyedit,"You should express this by saying there was a significant difference between groups ( t = , df = , p =)"
