"","subject","structure","text"
"4712","outgroup","ingroup","Instead of saying that the obtained results were opposite to the expected results, just mention the observed trends in the data. That is what you got, mention that first and then later you can mention that it goes against the predicton."
"4713","outgroup","ingroup","Instead of saying that, just describe the observation."
"4714","outgroup","outgroup","No inconsistencies? Did you mean that there were inconsistencies?"
"4715","outgroup","ingroup","Something wrong is not an explanation. You could say that affecting the levels of ACh could be affecting the neuromuscular junction in different ways in different muscles."
"4716","ingroup","ingroup","These is telling you that you probably don’t need so many figures because they are showing the same information, so you could combine them"
"4717","ingroup","ingroup","You need to specify the statistical outcome here. This statement requires the p-value of the test as a supportAvoid using whole sentences just for the statistics. Combine the statistical outcome and the result. Remember the example that we analyzed in lab, last week."
"4718","outgroup","outgroup","Do you have primary literature to support this claim? Is this how plants typically respond to drought stress?"
"4719","outgroup","ingroup","Doesn’t this prediction contradict your earlier claims?"
"4720","outgroup","outgroup","Wouldn’t low soil nutrients cause allocation to the roots, no the shoots?"
"4721","ingroup","ingroup","You still need to include y-axis labels"
"4722","ingroup","outgroup","2 sig figs is enough!"
"4723","outgroup","outgroup","agree"
"4724","ingroup","outgroup","Cite this correctly. See resource guide."
"4725","ingroup","ingroup","good, this is what I was looking for in the introduction. Look for citations to back up your statements here."
"4726","ingroup","outgroup","Include a figure for R:S weight."
"4727","outgroup","outgroup","Is it really the shifting of resources? Do they take from one tissue and move to another, or is the process a little different?"
"4728","outgroup","ingroup","This is an interesting statement – why might that be true? Definitely explain this more!"
"4729","ingroup","outgroup","what do error bars represent?"
"4730","outgroup","outgroup","Why might studying oat plants be particularly important, any ideas? This will help you connect your experiment to a bigger concept in ecology."
"4731","outgroup","ingroup","You could move this point to the methods."
"4732","ingroup","outgroup","Your df values should be the same for both tests, because you used the same number of samples, right? Just double check your test, especially because you have a value that is close to significance here."
"4733","outgroup","outgroup","Can you say this better? Just specify in which legs you saw that."
"4734","ingroup","outgroup","Do not say that you needed it. Methods should be written based on what you did."
"4735","outgroup","outgroup","I think you are explaining here the role of AchE, not the role of the blocker, so you should be consequent with that.You could explain first the function of AchE and then specify that you will use a blocker to study its role."
"4736","outgroup","outgroup","Methods are written in past tensePut is not very scientific. You don’t need to say that you put the chemical in a syringe and then you injected. Just be more concise."
"4737","ingroup","ingroup","The blocker is inhibiting the process of removing Ach form the synapse"
"4738","outgroup","ingroup","This is not a result, it is an interpretation. It goes in the discussion, not here"
"4739","outgroup","ingroup","This is not a result, that is a possible explanation of the observation. That should go in the Discussion, not here"
"4740","ingroup","outgroup","This is not the title of a lab report. That is the title of the unit. The title should give information about the experiment that you did."
"4741","ingroup","ingroup","What can I see? You need to describe the result"
"4742","ingroup","ingroup","What do you mean by tested?"
"4743","ingroup","ingroup","Where is the statistical analysis? It is mandatory to do statistics in your lab report."
"4744","ingroup","ingroup","You didn’t talk about the threshold or the amplitude of contraction, but you have figures for that. That is important and you need to include it here. Reference the figures in this section"
"4745","ingroup","ingroup","Why didn’t you average"
"4746","outgroup","ingroup","Why is the Ca++ released? You can connect this sentence and the previous"
"4747","ingroup","ingroup","You are missing too many important details. That is not an explanation of the experiment. The idea of this section is that someone could repeat the experiment based on this information. Do you think that is possible just reading your methods? Missing: specimen preparation, experimental procedure specifying the stimuli and data acquisition, measured variables, statistical analysis"
"4748","outgroup","outgroup","You just copied the results section here again. That is unacceptable"
"4749","ingroup","ingroup","You need a different citation, a scientific paper or a textbook"
"4750","ingroup","outgroup","You should include the main obtained result in this section."
"4751","ingroup","ingroup","You should introduce the chemical that you will be using first."
"4752","ingroup","outgroup","I would still display this as a bar graph with standard deviation error bars."
"4753","ingroup","outgroup","Axis labels are really small. Try enlarging them to make reading the graph easier. Also try to have a legend with colors rather than words."
"4754","ingroup","outgroup","This is confusing, do you mean the p-value is 4.11 or the t-stat?"
"4755","ingroup","outgroup","General format for talking about data is to state the average +/- the standard deviation, not the other way around"
"4756","outgroup","outgroup","(I think this flows better here.)"
"4757","ingroup","outgroup","Always cite these things."
