unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.04790,R_3ehyO3qZoxy6cSh,5444,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Citation format is [last name : year],3. Technical and Scientific,Copy Correction,Corrective,Within Report,FLAG,
Sp18.04791,R_3ehyO3qZoxy6cSh,5445,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"Did you do the calculations to convert this into M? If not, just write 1:1250 Azagard solution",3. Technical and Scientific,Copy Correction,,,,
Sp18.04792,R_3ehyO3qZoxy6cSh,5446,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Did you use this source anywhere in your paper?,3. Technical and Scientific,Specific info,,,,
Sp18.04793,R_3ehyO3qZoxy6cSh,5447,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"Hi Natasha, So a lot of the information in this report is good, but your earlier sections could definitely use a bit more information. There are also the issues of talking about your hypothesis in your results and no primary literature citations in your discussion section. Both of these things are basic criteria, so unfortunately I have to give you an F this time around, but you can get a B upon revision. ",12. Narrative Comments,General info,,,,
Sp18.04794,R_3ehyO3qZoxy6cSh,5448,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"I would say life stage, life form seems more like it’s changing species ",3. Technical and Scientific,Holistic,,,,
Sp18.04795,R_3ehyO3qZoxy6cSh,5449,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"I would say that these errors likely did not interfere with your experimental results, not that they didn’t occur, otherwise it’s a little pointless to talk about them",4. Logic and Thinking,Specific info,,,,
Sp18.04796,R_3ehyO3qZoxy6cSh,5450,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Or this paper? If it’s in your works cited it should be somewhere in your report,3. Technical and Scientific,Specific info,,,,
Sp18.04797,R_3ehyO3qZoxy6cSh,5451,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Reiterate your statistical results in your caption as well,3. Technical and Scientific,Copy Correction,,,,
Sp18.04798,R_3ehyO3qZoxy6cSh,5452,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"State your hypothesis before your brief methods, and then you can say “our results supported our hypothesis (p-value = x)”. And then write a concluding sentence",2. Writing Quality,Specific info,,,,
Sp18.04799,R_3ehyO3qZoxy6cSh,5453,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Talk a little bit about why you think it will prevent weight gain. What will happen inside the caterpillar?,4. Logic and Thinking,Holistic,,,,
Sp18.0480,R_3ehyO3qZoxy6cSh,5454,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,"Talking about your hypothesis should go in your discussion section, not your results section. You can say your p-value is significant, but no more than that",1. Basic Criteria,Specific info,,,,
Sp18.04801,R_3ehyO3qZoxy6cSh,5455,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Why are you using this organism? Why is it helpful to study?,3. Technical and Scientific,Specific info,,,,
Sp18.04802,R_3ehyO3qZoxy6cSh,5456,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,You need to write the citation for this experiment ,3. Technical and Scientific,Copy Correction,,,,
Sp18.04803,R_3ehyO3qZoxy6cSh,5457,,Std_JmgvWntD,114,TA_axAQrfTP,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,Citation format is [last name : year],3. Technical and Scientific,Copy Correction,Corrective,Within Report,FLAG,
Sp18.04804,R_3eK9GVEyLM1u42V,5470,,Std_kI1a5Vj2,114,TA_TaMqWbpv,manduca,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Look at the figures in primary literature and the core resource guide on what should go into a figure caption and how they should look. ,3. Technical and Scientific,General info,,,,
Sp18.04805,R_3eK9GVEyLM1u42V,5471,,Std_kI1a5Vj2,114,TA_TaMqWbpv,manduca,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,Yes,No,,So what do you expect to happen? In relation to weight?,3. Technical and Scientific,Specific info,,,,
Sp18.04806,R_3eK9GVEyLM1u42V,5472,,Std_kI1a5Vj2,114,TA_TaMqWbpv,manduca,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Try to add a trend or observation in here,2. Writing Quality,General info,,,,
Sp18.04807,R_3eK9GVEyLM1u42V,5473,,Std_kI1a5Vj2,114,TA_TaMqWbpv,manduca,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,Yes,No,,You need to mention weight in this because that is what you measured and proved to be significantly different,3. Technical and Scientific,Specific info,,,,
Sp18.04808,R_3eK9GVEyLM1u42V,5474,,Std_kI1a5Vj2,114,TA_TaMqWbpv,manduca,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,Yes,No,,You won’t want your standard dev bar to extend into the negative so you can set that on the custom settings for next time,3. Technical and Scientific,Specific info,,,,
Sp18.04809,R_3emoEjwR9acAJFm,5475,,Std_JOyB2Sxm,114,TA_rVWBLI1O,frog,second,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Wouldn’t this be an increase in threshold? Since Ach channels are blocked, you’ll need even more Ach to raise your chances of enough Ach receptors getting Ach to cause another depolarization.",4. Logic and Thinking,Specific info,,,,
Sp18.04810,R_3eraOpgjriS7od0,5476,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Again, this wording is a little unclear—the *calcium channels* should be activated with this compound.",2. Writing Quality,Specific info,,,,
Sp18.04811,R_3eraOpgjriS7od0,5477,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good!,5. Praise or Concern,No basis to judge,,,,
Sp18.04812,R_3eraOpgjriS7od0,5478,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good.,5. Praise or Concern,No basis to judge,,,,
Sp18.04813,R_3eraOpgjriS7od0,5479,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It is a large cell! (Why it’s so cool!),3. Technical and Scientific,Specific info,,,,
Sp18.04814,R_3eraOpgjriS7od0,5480,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It’s more an issue that it died. ,8. No basis to judge,No basis to judge,,,,
Sp18.04815,R_3eraOpgjriS7od0,5481,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rather, its responses to signal transduction events can be observed.",8. No basis to judge,No basis to judge,,,,
Sp18.04816,R_3eraOpgjriS7od0,5482,,Std_d57vCthw,214,TA_T8nPUAZg,physarum,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,You already did this and are just writing it up now.,2. Writing Quality,Copy Correction,,,,
Sp18.04817,R_3esHpfaXnksW2Yb,5483,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,6,,Yes,Yes,Yes,Yes,Yes,No,No,,Humans and fish have very very very different physiologies,8. No basis to judge,No basis to judge,,,,
Sp18.04818,R_3EWr3Yaeg1sGcvg,5487,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,"Add sample size of the groups, and averages +/- sd into this caption",3. Technical and Scientific,Copy Correction,Corrective,Within Report,,
Sp18.04819,R_3EWr3Yaeg1sGcvg,5488,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Careful of getting too redundant in the beginning of the discussion,2. Writing Quality,General info,,,,
Sp18.04820,R_3EWr3Yaeg1sGcvg,5489,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Check that unit,3. Technical and Scientific,Specific info,,,,
Sp18.04821,R_3EWr3Yaeg1sGcvg,5490,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Make sure to read through this abstract again and make sure it flows well and makes sense,2. Writing Quality,General info,,,,
Sp18.04822,R_3EWr3Yaeg1sGcvg,5491,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Silver thread,3. Technical and Scientific,Copy Correction,,,,
Sp18.04823,R_3EWr3Yaeg1sGcvg,5492,,Std_lP7MDo7i,114,TA_TaMqWbpv,frog,second,Submission,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,No,,"This should come later in the introduction. Introduce the general concept first; nerves and muscles, the organism, etc",2. Writing Quality,Specific info,,,,
Sp18.04824,R_3EXwN87L7GCnmyo,5493,,Std_iLyF7kub,214,TA_0RcV6NvC,photosynthesis,first,Revision,C,30,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,should have focused on the chloroplast isolating procedure and how it could have been improved.,3. Technical and Scientific,Specific info,,,,
Sp18.04825,R_3EXwN87L7GCnmyo,5494,,Std_iLyF7kub,214,TA_0RcV6NvC,photosynthesis,first,Revision,C,30,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,Should have indicated that you used %change formula to convert your raw data (absorbance data),3. Technical and Scientific,Copy Correction,,,,
Sp18.04826,R_3EXwN87L7GCnmyo,5495,,Std_iLyF7kub,214,TA_0RcV6NvC,photosynthesis,first,Revision,C,30,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,Should have used common name throughout after introducing the scientific and common names of test species in the introduction. [didn’t follow-up],Scientific Name,Copy Correction,,,,
Sp18.04827,R_3EXwN87L7GCnmyo,5496,,Std_iLyF7kub,214,TA_0RcV6NvC,photosynthesis,first,Revision,C,30,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,Should reflect highlights from discussion as well.,2. Writing Quality,Specific info,,,,
Sp18.04828,R_3EXwN87L7GCnmyo,5497,,Std_iLyF7kub,214,TA_0RcV6NvC,photosynthesis,first,Revision,C,30,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,"This is still a recipe-style writing. Suggestion: You could open your section by saying that “The slurry/ground mixture of chickweed was centrifuged using (name of the machine we used to centrifuge) at XG, Xrmp, at Xdegrees for Xmins to extract/isolate the chloroplasts. Any debris was removed and the solution was centrifuged again (mention specifications). The pellet was isolated and treated with Hill reaction assay (Table# provided in the supplement) to quantify photosynthesis activity. The absorbances were recorded…”",3. Technical and Scientific,Copy Correction,,,,
Sp18.04829,R_3EXZubUQjrX2S3c,5498,,Std_e6Q9Gisr,113,TA_fMNrLFgi,allocation,first,Revision,A,8,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Instead of just listing sources of error, think of biological explanations. Maybe the roots got longer but less dense and less branched? That might explain your data ",4. Logic and Thinking,Specific info,,,,
Sp18.04830,R_3ezb5GTBvVf9xzH,5499,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,"Where’s your treatment bar, lol?",3. Technical and Scientific,Specific info,Reflective,,,
Sp18.04831,R_3ezb5GTBvVf9xzH,5500,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,At what temp?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04832,R_3ezb5GTBvVf9xzH,5501,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,Did you sterilize anything?,3. Technical and Scientific,Specific info,,,,
Sp18.04833,R_3ezb5GTBvVf9xzH,5502,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,Dude…I need a specific hypothesis. ,4. Logic and Thinking,General info,,,,
Sp18.04834,R_3ezb5GTBvVf9xzH,5503,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,I agree.,8. No basis to judge,No basis to judge,,,,
Sp18.04835,R_3ezb5GTBvVf9xzH,5504,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,Make explicit the reason for using glucose.,4. Logic and Thinking,Specific info,,,,
Sp18.04836,R_3ezb5GTBvVf9xzH,5505,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,"Physarum is a slime mold, not a bacterium.",3. Technical and Scientific,Copy Correction,,,,
Sp18.04837,R_3ezb5GTBvVf9xzH,5506,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,Really good abstract!,5. Praise or Concern,General info,,Within Report,Positive,
Sp18.04838,R_3ezb5GTBvVf9xzH,5507,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,What about an alternative experimental setup?,8. No basis to judge,No basis to judge,,,,
Sp18.04839,R_3ezb5GTBvVf9xzH,5508,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,What are your error bar(s)?,3. Technical and Scientific,Specific info,,,,
Sp18.04840,R_3ezb5GTBvVf9xzH,5509,,Std_xwn6VArZ,214,TA_T8nPUAZg,physarum,second,Submission,C,10,,No,Yes,Yes,Yes,Yes,No,No,,"You did a really great job explaining the biology behind signal transduction, but I want to see more of a biological explanation for trifluoroperazine and the effect it should have on Physarum…migration? This is why I need a specific hypothesis!",4. Logic and Thinking,Specific info,,,,
Sp18.04841,R_3f8WmwZ5AXrbKPr,5510,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Based on what – how do you judge health? Based on the vividness of the coloration? Based on the fullness of the leaves? ,3. Technical and Scientific,Holistic,,,,
Sp18.04842,R_3f8WmwZ5AXrbKPr,5511,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Can you make a more concrete and specific connection between plants in the “real world” and your experiment? Why do we need to know how light levels affect crop plants? ,4. Logic and Thinking,Holistic,,,,
Sp18.04843,R_3f8WmwZ5AXrbKPr,5512,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"Do you think this really made a difference? Couldn’t you have just re-marked them, or determined the junction visually? ",4. Logic and Thinking,Specific info,,,,
Sp18.04844,R_3f8WmwZ5AXrbKPr,5513,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Figure captions? ,3. Technical and Scientific,General info,,,,
Sp18.04845,R_3f8WmwZ5AXrbKPr,5514,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Good title! You could drop the first few words and it would still be informative. ,5. Praise or Concern,Specific info,,,,
Sp18.04846,R_3f8WmwZ5AXrbKPr,5515,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"How many tails? Instead of your last sentence here, you can just say that you determined significance at the p=0.05 level. “How far off” is not a particularly scientific or informative term. ",3. Technical and Scientific,Copy Correction,,,,
Sp18.04847,R_3f8WmwZ5AXrbKPr,5516,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"Is this relevant to your question? Generally, I suggest that you increase the focus on the effects of light/shade on plant resource allocation in this introduction before introducing your hypothesis. Are there studies on this topic done on other plants? ",2. Writing Quality,General info,,,,
Sp18.04848,R_3f8WmwZ5AXrbKPr,5517,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"Put this in terms of R:S ratio differences between the two groups. All this tells me right now is that you predict the R:S ratio for shade plants will be &lt; 1, which is not what you tested. Once you have rephrased your hypothesis, make sure you also correct this in the discussion. ",4. Logic and Thinking,Specific info,,,,
Sp18.04849,R_3f8WmwZ5AXrbKPr,5518,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Report results of your t-test as shown in the resource guide.Report means and standard deviations as mean ± sd. Two sig figs is enough. ,3. Technical and Scientific,Copy Correction,,,,
Sp18.04850,R_3f8WmwZ5AXrbKPr,5519,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,See my comment from the introduction re: your hypothesis. ,8. No basis to judge,No basis to judge,,,,
Sp18.04851,R_3f8WmwZ5AXrbKPr,5520,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,These are raw data. Graphs need to show summarized data with error bars. ,3. Technical and Scientific,Specific info,,,,
Sp18.04852,R_3f8WmwZ5AXrbKPr,5521,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Three times on the same plant? Or do you mean for three replicates? Make sure you are clear!,3. Technical and Scientific,Copy Correction,,,,
Sp18.04853,R_3f8WmwZ5AXrbKPr,5522,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,Three what – three plants? Three seeds? Three pots? ,3. Technical and Scientific,Copy Correction,,,,
Sp18.04854,R_3f8WmwZ5AXrbKPr,5523,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"What’s a biological interpretation of the results you got? You don’t talk about this at all, and instead focus on potential errors. First analyze what you found, then move on to possible errors. ",4. Logic and Thinking,General info,,,,
Sp18.04855,R_3f8WmwZ5AXrbKPr,5524,,Std_X4O0mOvT,113,TA_YiRfsy28,allocation,first,Submission,C,14,,Yes,Yes,Yes,Yes,Yes,No,No,,"You wouldn’t have had plants to measure! I feel like you are searching for things to discuss here… focus more on what you found and comparing it to other literature on this topic. After this you talk about salinity, but that still doesn’t help you or the reader interpret your results. ",4. Logic and Thinking,Specific info,,,,
Sp18.04856,R_3fcOjpQ51cC66IQ,5525,,Std_Pirk0D4v,113,TA_fMNrLFgi,betta,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Great improvement from your first submission ,5. Praise or Concern,Specific info,,,,
Sp18.04857,R_3fddx3FEpfH7bjg,5526,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,"Due to the uncertain nature of science, avoid words such as “correct” as your data can be interpreted differently by others. As such, I would use “supported”",2. Writing Quality,Copy Correction,,,,
Sp18.04858,R_3fddx3FEpfH7bjg,5527,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,Hypothesis missing (basic criteria),1. Basic Criteria,General info,Corrective,Within Report,Neutral,
Sp18.04859,R_3fddx3FEpfH7bjg,5528,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,I understand your results was pretty much that there was little contraction with the caffeine but it would be worth including.,3. Technical and Scientific,Specific info,,,,
Sp18.04860,R_3fddx3FEpfH7bjg,5529,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,I would average the 2 controls together and the 2 experimentals together and display this as a graph.,3. Technical and Scientific,Specific info,,,,
Sp18.04861,R_3fddx3FEpfH7bjg,5530,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,I would try to include a little bit about possible future areas of study.,2. Writing Quality,General info,,,,
Sp18.04862,R_3fddx3FEpfH7bjg,5531,,Std_ZkBJYFSU,114,TA_rVWBLI1O,frog,second,Submission,B,9,,No,Yes,Yes,Yes,Yes,Yes,Yes,,"Overall, I do like your explanation of your results. Can you try to explain your explanation to your group members?",5. Praise or Concern,Holistic,,,,
Sp18.04863,R_3ffWOGJkafE8ZQh,5532,,Std_nV1HlgvZ,114,TA_axAQrfTP,frog,second,Submission,B,5,,Yes,Yes,Yes,Yes,Yes,No,Yes,,0.1mL,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.04864,R_3ffWOGJkafE8ZQh,5533,,Std_nV1HlgvZ,114,TA_axAQrfTP,frog,second,Submission,B,5,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Also add a concluding sentence,2. Writing Quality,General info,,,,
